business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday
wXxCXwl83wkwj30LVoJ-Zg,Martin Glass Company,25 Center Plz,Belleville,IL,62220,38.5042616,-89.9478425,4.5,8,1,"Contractors, Shopping, Kitchen & Bath, Building Supplies, Windshield Installation & Repair, Home & Garden, Home Decor, Plumbing, Automotive, Glass & Mirrors, Auto Glass Services, Home Services",True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,8:0-12:0,NA
iipnazeY9eoANJ37l5fKwA,Post Pack & Ship,637 W Hwy 50,O'Fallon,IL,62269,38.588157,-89.923034,5,9,0,"Packing Services, Shipping Centers, Local Services, Home Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xr6GAHHoy3s2qvqlgUx_ng,The Green Solution,2021 Goose Lake Rd,Sauget,IL,62206,38.5639668169,-90.1338945329,3.5,14,1,"Shopping, Health & Medical, Cannabis Clinics, Cannabis Dispensaries",NA,NA,NA,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,NA
1CRaUspmxoegNBUnLkBAyA,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3,27,1,"Chinese, Restaurants",NA,True,True,1,NA,True,True,True,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,False,NA,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,False,NA,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30-22:0,NA,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
sveBePSaoY-hlbxs3U6fgA,U.S. Bank Branch,6701 N Illinois St,Fairview Heights,IL,62208,38.597057,-89.98674,1.5,10,1,"Financial Services, Real Estate, Home Services, Banks & Credit Unions, Mortgage Brokers, Financial Advising",False,False,NA,NA,False,False,False,False,NA,NA,False,False,False,False,False,False,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-12:0,NA
rL68WmPRYvmSjRaQUoKwkQ,Social Gastropub,2 157 Center,Edwardsville,IL,62025,38.7848922,-89.9791545,3.5,131,0,"Restaurants, Gastropubs, American (New)",NA,True,False,2,NA,True,False,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,True,True,True,True,False,'full_bar',False,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,NA,'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
2dxVxJOPESRqtDgPN62JcQ,Auffenberg Mazda,105 Auto Ct,O'Fallon,IL,62269,38.5931471976,-89.9595546288,3.5,15,1,"Car Dealers, Auto Repair, Auto Parts & Supplies, Automotive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,8:30-18:0,NA
yfL0PSbSPeOb5QQ5uvGjrw,Hy-Ho Cafe,20 S Belt W,Belleville,IL,62220,38.502124,-89.985367,3,5,0,"Cafes, Restaurants",NA,True,NA,2,NA,True,False,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,NA,NA,NA,NA,True,'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c6xp1swmd-_P87kt3xggDA,Taco Bell,620 E. Landmarks Blvd.,Alton,IL,62002,38.888951,-90.17685,1,16,1,"Restaurants, Fast Food, Tex-Mex, Tacos, Mexican",NA,True,NA,1,NA,True,True,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,False,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-22:0,8:0-22:0,8:0-22:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-22:0
tX60CIy3DrNah_oHHyknBw,Piasa Bird,Mc Adams Pkwy,Alton,IL,62002,38.898111,-90.199086,4,9,1,"Public Services & Government, Local Flavor, Landmarks & Historical Buildings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N44roXfLNkBdpINQDjEFOQ,Carisilo's Mexican Restaurant,1978 Vandalia St,Collinsville,IL,62234,38.695337,-89.9666906,4,65,1,"Mexican, Restaurants",NA,True,True,1,NA,True,False,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,True,True,False,NA,'full_bar',True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
eHiv2WwMLz7eSbZPzMFBVQ,MassageLuXe,"6540 N Illinois, Ste 103",Fairview Heights,IL,62208,38.594567,-89.983367,4,14,1,"Day Spas, Skin Care, Massage, Beauty & Spas",False,True,True,2,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-20:0,10:0-20:0
bDZVoHdYqOqE4zw3_-xcqg,Edwardsville Endodontics,"1120 S State 157, Ste 102",Edwardsville,IL,62025,38.785963,-89.978298,3.5,5,1,"Endodontists, Health & Medical, Dentists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I14nfTvhZzEQ8jkgA0nXMg,Midwest Appliance & Repair,8 Wade Sq,Belleville,IL,62221,38.529535,-89.970553,1.5,13,1,"Local Services, Appliances & Repair, Home & Garden, Appliances, Shopping",False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-14:0,NA
Taz6NSxODzkOe3Mknsh8XQ,The Big Muddy Pub,554 E Broadway,Alton,IL,62002,38.8898081,-90.1775763,4,5,1,"Pubs, Nightlife, Bars",NA,True,True,1,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,True,NA,u'full_bar',NA,NA,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-3:0,16:0-3:0,16:0-2:0
Kz_tGBA11N3LH7Wnm7jMzQ,Service Protection Direct,"2021 Goose Lake Rd, Ste b",Sauget,IL,62206,38.5640019,-90.1346178,1.5,14,1,"Automotive, Auto Repair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_fAhTRXw4bDaxqmzseSWJg,Donatello's,1 Schiber Court,Maryville,IL,62062,38.7336379,-89.9506632,2.5,11,0,"Italian, Restaurants",NA,True,True,2,NA,True,False,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,False,NA,NA,True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8eaqI61j12B5iVp0yc_stQ,"Dizzy Dugout Cards, Comics & Games",121 E Main St,Collinsville,IL,62234,38.670481,-89.9853934,2.5,7,1,"Shopping, Tabletop Games, Books, Mags, Music & Video, Hobby Shops, Comic Books",NA,True,True,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12:0-20:0,12:0-22:0,12:0-20:0,12:0-20:0,12:0-22:0,12:0-19:0,12:0-18:0
I-mMfEbrUCzrzOtS2tsCNg,Magic Nails & Spa,1564 W U S 50,O Fallon,IL,62269,38.5944032087,-89.955351711,3,44,1,"Hair Removal, Nail Salons, Eyebrow Services, Waxing, Beauty & Spas",False,True,True,2,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:30-19:30,9:30-19:30,9:30-19:30,9:30-20:0,9:30-20:0,9:0-18:30,NA
U3ymuxVlD8yPVbJZbYqzhQ,Mokka Kaffeehaus,180 Columbia Ctr,Columbia,IL,62236,38.4458936,-90.2195384,3,6,0,"Restaurants, Food, Coffee & Tea, Breakfast & Brunch",NA,True,NA,2,NA,True,False,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,True,False,False,NA,u'none',True,u'casual',{},NA,True,NA,u'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,NA
f_6cI4MdPem_48WgD1Ofcw,Clara B's Kitchen Table,,Swansea,IL,62220,38.4749780415,-89.9908761308,5,5,1,"Restaurants, Southern, Food Trucks, Food, Breakfast & Brunch, Desserts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xR3inMR2KceU3b9dhkz_tw,Lascelles Granite City,1324 Niedringhaus Ave,Granite City,IL,62040,38.7013281,-90.1494623,4,48,0,"American (Traditional), Restaurants, Tapas Bars, American (New)",NA,True,False,2,NA,True,False,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",True,NA,False,False,True,False,u'full_bar',False,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,NA,u'average',"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,11:0-23:0,NA
6nhKTMtbqY4NPr-QFxQNoA,Golden Corral Buffet & Grill,3360 Green Mt Crossing Rd,Shiloh,IL,62269,38.574025,-89.9238064,2.5,38,1,"Buffets, American (Traditional), Restaurants",NA,True,False,2,NA,True,True,True,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,False,NA,'none',True,u'casual',"{'touristy': None, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': False, 'casual': True}",NA,True,True,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-16:0,11:0-16:0,11:0-20:0,11:0-20:0,11:0-20:0,7:30-16:0,7:30-16:0
G047PcbKKb0YHwtpfZE8yg,Franks Restaurant,201 E Center Dr,Alton,IL,62002,38.9225356072,-90.1721286994,3.5,32,0,"Breakfast & Brunch, Cafes, American (New), Salad, Restaurants, Sandwiches",NA,True,False,1,NA,True,False,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,True,False,False,False,u'beer_and_wine',True,'casual',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}",True,True,NA,'quiet',NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0
Ho0uAnaLL57On7enESYfeA,Imo's Pizza,10791 Lincoln Trl,Fairview Heights,IL,62208,38.5932761,-89.9910013,2.5,22,1,"Health & Medical, Pizza, Restaurants, Chiropractors",NA,True,True,2,NA,True,True,False,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,False,NA,NA,True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46fEorqn2nVbxdclHdHdKg,Gentelin's On Broadway,122 E Broadway,Alton,IL,62002,38.8902684,-90.183487,4,69,1,"Restaurants, American (New)",NA,True,True,2,NA,True,False,True,'free',"{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}",NA,True,True,True,True,NA,u'full_bar',False,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,True,NA,u'average',"{u'breakfast': False, u'brunch': False, u'lunch': False, u'dinner': True, u'latenight': False, u'dessert': None}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-22:0,16:0-22:0,NA
O0RUvUvseXAFN7ivhFej7g,Aldi,1704 Garden St,Swansea,IL,62226,38.5326042175,-89.9843597412,3.5,6,0,"Food, Grocery",NA,True,True,1,NA,True,NA,False,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IvkxclBwkS90gIbPwCsjKQ,Illinois Division of Motor Vehicles,8750 Church Ln,East Saint Louis,IL,62203,38.5973742,-90.0550505,3,5,0,"Public Services & Government, Departments of Motor Vehicles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-17:30,8:0-17:0,8:0-17:0,8:0-17:0,7:30-12:0,7:30-12:0
GW0LA9nuTkfsaXhxa8txTQ,Schnucks Seven Hills,907 E Hwy 50,O'Fallon,IL,62269,38.583239,-89.896409,3.5,12,1,"Drugstores, Food, Florists, Bakeries, Flowers & Gifts, Shopping, Grocery",NA,True,True,2,NA,True,True,NA,NA,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-17:30,NA,NA
HJpgBSD8YNGLFn-ousUoYQ,Mueller Furniture,1004 E Main St,Belleville,IL,62220,38.5131147,-89.9700083,3.5,22,1,"Home Services, Baby Gear & Furniture, Furniture Stores, Home & Garden, Shopping, Local Flavor, Interior Design",NA,True,False,3,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-18:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-18:0,9:0-17:0,12:30-17:0
pTVc3txErLwF9UZrgJdR3A,Screamin Demon Tattoo,10509 Lincoln Trl,Fairview Heights,IL,62208,38.593189,-89.9981329,4,8,1,"Beauty & Spas, Tattoo, Piercing",False,False,NA,2,NA,NA,NA,NA,NA,{'garage': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12:30-18:30,12:30-18:30,12:30-18:30,12:30-18:30,12:30-18:30,12:30-18:30,NA
M4vYPpkKcPxfZvebDv0ugg,Taco Bell,908 Edwardsville Road,Troy,IL,62294,38.732182,-89.899187,2,10,1,"Restaurants, Tex-Mex, Fast Food, Mexican, Tacos, Breakfast & Brunch",NA,True,False,1,NA,True,True,False,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,False,NA,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,True,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-1:0,9:0-1:0,9:0-0:0
PjBvEA5nhi7mxPQmdziKjA,Conner Photography,101 E Main St,Collinsville,IL,62234,38.6700303,-89.9861384,5,9,1,"Event Planning & Services, Photographers",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,NA,NA
WHFYn-b52ApOFymcKuGoFw,Steak-Out,2013 N 17th St,Swansea,IL,62226,38.5410303,-90.0022302,4,20,1,"Event Planning & Services, Food Delivery Services, Caterers, Restaurants, Food",NA,True,True,2,NA,True,True,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-19:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-21:0,10:30-20:0,12:0-20:0
A0zZI5AnaeK4-vKoc9ABmg,Aroy Thai,1140 Central Park Dr,O Fallon,IL,62269,38.5738228,-89.9310173,3.5,157,1,"Thai, Restaurants",NA,True,True,2,NA,True,False,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}",True,NA,True,False,False,NA,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",True,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,False,True,NA,NA,NA,NA,NA,NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-21:0,12:0-21:0
rZ4WHc8fcopYKCGi7ahwzA,Flying J Travel Center,140 Racehorse Dr,East Saint Louis,IL,62205,38.575834,-90.098261,3,5,1,"Automotive, Gas Stations, Food, Convenience Stores",NA,True,False,2,NA,True,True,False,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
j-MaqsJB_3wuO8RwZqXRxA,Brow Spa,"10 Lincoln Hwy, Ste 102A",Fairview Heights,IL,62208,38.5922432,-89.9836048,3,12,1,"Hair Removal, Medical Spas, Skin Care, Waxing, Health & Medical, Beauty & Spas, Eyelash Service",False,True,True,1,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-19:30,10:0-19:30,10:0-19:30,10:0-19:30,10:0-19:30,10:0-19:30,10:0-18:0
VPZk3uYLXAc1pn3XDjWQVw,Arby's,5790 Belleville Crossing St,Belleville,IL,62226,38.523756,-90.031249,2.5,7,1,"Restaurants, Sandwiches, Fast Food",NA,NA,NA,1,NA,True,True,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4a15acANJFUsS3KxAzOT0g,Country Rock Cabaret,200 Monsanto Ave,Sauget,IL,62201,38.602015,-90.177057,3.5,22,1,"Adult Entertainment, Sports Bars, Nightlife, Bars, Dance Clubs",NA,True,False,2,NA,NA,NA,NA,NA,"{u'valet': False, u'garage': None, u'street': None, u'lot': True, u'validated': None}",NA,NA,False,True,NA,NA,u'full_bar',NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,True,NA,'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19:0-4:0,19:0-4:0,19:0-4:0,19:0-4:0,19:0-6:0,19:0-6:0,19:0-4:0
QCSLVCAx7nl_0B2PNVSnyg,A Little Taste of Heaven Bakery,2709 N Center St,Maryville ,IL,62062,38.7312912,-89.9583502,4.5,37,1,"Food, Cupcakes, Bakeries, Patisserie/Cake Shop, Desserts, Donuts",False,True,True,1,NA,True,False,True,NA,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,6:0-12:0,6:0-12:0,6:0-12:0,6:0-12:0,6:0-12:0,6:0-12:0
2QrTmKpuNBkOptbwK8NMKA,Goldy's Chick - n - Mex,1800 Vaughn Rd,Wood River,IL,62095,38.8665091,-90.0677281,3,10,0,"Restaurants, Fast Food, Mexican, Chicken Shop",NA,True,False,1,NA,True,NA,NA,NA,NA,NA,NA,False,True,NA,NA,u'beer_and_wine',True,'casual',NA,NA,True,True,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
gYyNkH66kfFt1fMozOT-Ww,Fancy Nails,"100 Homer M Adams Pkwy, Ste C",Alton,IL,62002,38.9225570289,-90.1784471,4.5,8,1,"Nail Salons, Beauty & Spas",False,True,NA,1,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
